len_word,pos,neg,rating
50,2,0,4
63,5,2,5
40,3,2,4
160,16,4,3
182,9,6,4
434,18,6,5
21,3,0,5
27,4,0,5
41,3,2,5
31,3,0,5
70,7,0,4
30,3,0,5
44,2,0,5
24,3,0,4
130,8,1,2
158,7,3,5
260,18,3,5
77,5,0,5
59,1,2,5
28,2,0,5
25,3,0,5
109,7,3,4
122,4,5,2
80,3,0,3
32,2,1,5
47,4,1,5
498,31,11,5
21,4,0,5
23,1,3,5
66,4,5,5
459,28,6,5
24,4,0,5
56,4,0,5
25,2,0,5
123,7,2,4
78,4,2,5
245,4,5,5
49,7,0,4
29,3,1,5
67,3,2,5
67,1,1,5
76,3,1,4
444,21,17,5
25,1,0,4
291,10,6,3
38,4,1,3
243,12,2,5
28,1,0,5
169,9,2,4
26,1,0,5
189,8,3,5
462,25,8,4
98,6,3,5
130,9,2,4
264,17,1,5
32,0,3,1
78,8,1,5
22,0,0,5
739,28,6,4
39,1,0,5
38,0,0,5
30,5,0,5
27,1,0,5
69,5,1,5
24,3,0,5
144,6,0,5
29,4,0,5
22,5,0,5
46,5,0,5
121,4,1,3
132,7,3,5
45,1,1,3
31,3,0,5
32,4,0,4
559,17,6,4
30,7,0,5
26,3,0,5
85,3,2,5
57,6,1,5
32,1,0,5
96,6,2,3
97,6,5,1
452,17,11,5
132,1,6,4
186,14,4,5
38,1,0,5
177,5,5,5
71,6,2,5
134,7,0,5
118,6,1,5
37,1,0,3
30,1,0,3
227,7,2,5
28,1,0,4
101,4,3,4
245,8,6,4
29,1,1,5
218,5,7,5
37,3,1,5
42,2,1,5
25,1,1,5
23,4,1,5
49,0,0,4
69,7,3,5
910,28,51,1
27,3,0,5
34,3,0,5
166,11,3,5
80,2,3,5
28,5,0,5
80,4,1,4
52,5,0,5
26,2,0,5
79,5,1,5
480,18,7,5
32,2,0,5
132,3,5,4
50,6,0,5
211,6,6,4
127,4,1,5
97,8,0,5
23,2,0,3
83,5,0,5
31,5,0,4
39,3,1,5
317,14,4,4
24,2,0,5
142,11,2,5
38,1,0,5
26,4,0,5
132,9,2,5
148,5,1,1
36,3,0,5
29,1,1,5
25,4,0,5
23,2,0,4
83,10,2,5
144,11,1,5
67,3,2,4
67,6,2,5
29,0,0,5
66,3,2,2
47,2,1,5
246,12,7,1
118,9,2,4
65,6,1,5
215,6,10,5
32,2,0,5
29,4,0,5
25,1,0,5
25,2,0,5
45,5,0,5
272,10,6,4
224,15,3,5
85,2,0,5
23,3,0,5
36,2,1,5
465,23,10,5
45,0,0,5
89,6,1,4
26,1,0,5
60,5,3,5
86,2,2,4
24,4,0,5
36,2,1,3
258,11,11,5
60,4,1,4
116,4,3,5
177,1,7,3
57,4,0,5
76,0,5,1
44,6,0,5
42,5,1,4
50,2,3,4
255,11,3,5
33,3,2,4
44,3,0,5
35,1,0,5
14,3,0,4
42,5,2,4
102,3,1,5
45,5,0,5
101,7,2,5
25,2,0,4
142,7,3,5
37,3,1,5
27,2,0,5
24,1,0,5
41,5,0,5
100,10,1,5
25,3,0,4
1719,54,33,3
102,3,1,5
69,4,2,4
53,0,1,3
25,1,0,5
96,4,1,5
23,2,1,4
274,15,2,5
133,2,2,4
194,4,4,4
51,5,0,5
158,8,2,5
99,6,1,5
211,5,2,4
31,0,0,5
66,4,1,5
32,2,0,5
115,4,2,4
102,9,1,5
540,20,9,3
156,6,3,5
24,5,1,5
49,4,0,4
35,3,1,5
36,0,2,5
132,3,2,3
404,13,12,4
283,16,8,5
26,6,0,5
39,2,1,5
79,3,4,4
141,12,1,5
38,3,0,4
553,24,10,5
44,3,2,5
286,9,6,3
29,3,0,4
26,4,0,5
45,2,0,5
23,0,0,5
26,4,0,5
90,5,3,5
50,3,1,5
73,4,2,5
33,4,0,5
380,23,11,4
238,10,3,5
38,7,1,5
46,2,2,5
70,6,2,5
54,2,0,5
42,5,0,5
34,1,1,5
549,22,8,5
26,0,0,3
37,0,3,5
84,10,0,5
108,7,0,5
51,4,0,5
3,1,0,5
175,8,0,5
226,9,6,3
213,1,8,5
55,4,1,5
23,3,0,5
487,23,5,5
73,4,3,5
556,19,7,4
39,2,1,5
238,5,3,5
54,3,0,4
57,5,1,5
34,2,0,5
93,7,2,5
72,3,2,5
22,2,0,5
394,14,10,4
31,3,2,5
62,2,0,5
25,4,0,5
46,3,0,4
80,4,1,5
23,3,0,5
173,6,9,3
26,2,1,5
72,9,1,5
49,4,0,5
50,5,0,5
129,11,2,5
49,6,0,5
125,10,2,4
133,15,0,5
83,3,0,5
58,5,1,5
86,6,1,5
43,2,0,5
39,6,0,5
31,3,0,4
115,9,3,5
96,2,2,5
25,1,0,5
40,1,2,1
65,1,1,5
48,2,0,4
24,2,1,5
26,3,0,5
139,3,4,3
348,13,7,5
37,2,2,4
24,0,1,5
48,3,0,5
738,31,11,5
33,0,0,5
79,5,1,5
50,2,2,5
54,3,0,5
34,2,1,5
75,3,4,5
64,4,1,5
33,2,1,5
40,2,0,5
50,9,0,5
53,2,1,5
32,2,0,1
26,3,0,5
99,3,3,5
54,3,1,5
317,16,2,5
23,2,0,4
66,0,5,1
38,1,0,4
87,4,3,5
23,3,1,3
118,3,2,5
44,4,0,5
158,7,8,1
43,3,0,5
93,3,2,5
26,3,1,5
77,5,1,5
156,6,1,5
27,0,0,5
28,6,0,5
61,5,0,5
25,3,0,5
40,3,1,5
157,10,2,3
24,3,1,5
26,2,0,4
43,4,1,5
63,5,1,5
69,4,1,4
26,3,0,5
71,7,0,5
24,4,0,5
369,20,7,3
25,1,3,4
33,3,1,5
27,3,0,5
48,4,0,5
57,4,0,5
254,9,4,5
196,5,8,5
45,6,1,5
34,4,0,5
111,5,1,4
470,14,5,5
448,13,6,4
75,5,0,3
73,2,3,5
56,7,1,5
345,14,15,5
56,2,1,4
124,6,3,5
369,25,5,5
74,6,1,5
28,4,0,5
29,2,0,5
310,13,11,5
84,1,4,1
37,0,0,4
91,7,2,5
83,4,0,5
166,5,1,4
57,9,0,5
54,6,0,5
547,23,14,4
338,20,6,5
24,5,1,5
25,1,1,5
62,7,0,5
46,3,1,5
165,9,1,5
97,9,3,5
59,3,0,5
61,2,0,5
154,4,2,1
22,0,0,5
143,8,2,5
77,5,2,5
94,2,1,5
28,2,1,5
125,3,4,4
141,3,4,5
84,2,0,5
36,3,0,5
72,7,1,5
24,2,0,5
31,6,0,5
42,1,1,5
67,4,0,5
54,2,0,4
58,2,2,3
2,2,0,5
23,1,1,4
21,2,0,5
48,5,1,5
22,2,0,5
31,2,0,5
35,3,1,4
23,4,1,5
219,15,7,5
22,2,2,5
127,4,3,5
70,4,1,5
62,4,0,5
33,6,0,5
44,4,4,5
84,5,3,3
61,3,2,4
45,4,1,4
83,6,0,5
53,7,1,5
90,3,3,2
76,6,1,5
60,5,1,5
55,5,0,5
28,3,1,4
56,5,1,5
47,4,2,5
34,3,0,5
42,4,3,5
71,1,3,4
260,8,2,5
45,1,1,5
185,6,4,3
69,2,0,4
334,13,4,3
364,18,2,5
513,16,1,5
28,0,1,5
45,3,0,5
25,1,3,1
42,2,1,5
30,2,1,3
31,1,1,5
148,8,0,5
32,3,3,4
368,12,5,5
71,4,1,5
98,7,0,3
24,3,0,4
333,20,8,5
37,1,0,5
79,7,3,5
104,9,0,5
259,12,8,4
106,10,1,5
31,3,0,5
48,4,0,5
329,13,5,4
39,1,0,5
59,3,0,4
406,26,14,5
224,7,6,4
26,4,0,5
100,8,1,5
73,4,1,5
50,6,1,5
59,3,2,4
24,3,0,5
23,1,0,5
30,3,0,5
88,8,2,4
109,2,2,5
40,2,0,5
208,6,3,5
360,14,9,4
129,13,3,5
96,6,3,4
24,2,0,4
94,9,1,5
68,4,0,5
49,1,0,4
300,10,13,2
29,1,0,5
416,11,9,5
24,3,2,4
72,3,3,5
24,4,0,5
147,8,3,5
37,4,0,5
26,3,0,4
144,13,2,5
46,5,1,5
71,4,4,4
62,6,0,4
641,23,8,5
115,2,4,5
42,2,1,1
37,4,0,5
308,5,1,5
67,4,2,5
51,3,0,5
32,2,0,4
100,3,2,5
61,1,0,5
22,1,0,5
32,5,2,2
56,0,1,5
82,6,1,5
46,3,2,5
37,0,1,5
170,3,4,2
440,14,14,4
223,8,7,5
55,1,1,5
35,3,0,5
27,3,0,5
62,1,3,4
47,4,0,5
68,6,2,4
222,7,4,3
436,13,2,5
24,1,0,4
23,3,0,4
65,8,1,5
31,3,0,5
107,4,4,5
23,2,1,5
40,2,1,5
42,0,1,4
25,0,0,5
24,2,0,5
83,4,0,5
52,3,0,5
72,2,7,4
149,5,1,4
50,4,0,5
162,8,3,5
38,3,0,5
109,7,2,5
55,3,2,4
182,13,2,5
83,5,2,5
25,3,1,5
75,2,1,5
25,4,0,4
437,28,13,5
181,8,2,4
37,0,2,5
70,4,2,4
66,5,1,5
40,0,1,4
136,5,2,5
386,21,4,4
87,6,1,5
100,4,3,2
33,1,0,5
166,4,4,5
386,19,12,5
26,6,0,5
163,4,6,5
200,5,3,4
192,15,3,3
159,6,8,4
202,13,1,5
417,13,16,4
89,4,1,4
41,4,0,5
144,9,1,5
350,12,6,4
196,11,3,4
399,14,14,2
30,2,0,5
38,3,0,4
70,9,1,5
126,5,3,4
81,2,1,1
121,6,3,3
24,2,0,5
49,0,0,4
86,4,2,5
23,2,1,4
24,4,1,5
24,3,1,4
37,1,0,4
167,11,2,5
64,4,2,5
33,3,1,5
132,8,3,3
71,3,2,2
160,6,1,5
99,3,2,4
67,4,2,4
34,2,0,5
57,5,3,5
96,3,1,5
346,22,13,5
26,5,1,5
67,5,1,4
44,0,1,2
87,8,0,5
301,7,6,4
151,11,0,5
166,13,3,5
153,11,5,5
71,2,1,5
115,3,0,5
90,7,4,4
176,15,2,4
39,1,0,5
27,2,0,3
23,2,0,4
33,3,1,4
41,1,2,3
146,11,2,5
208,14,1,5
26,2,0,5
82,7,3,5
52,4,0,5
162,5,6,5
37,6,0,5
73,3,1,3
45,4,2,5
37,3,2,4
33,2,0,5
25,2,0,5
56,3,2,4
39,2,1,5
203,16,3,5
122,4,4,4
180,12,0,5
58,6,0,5
37,4,0,5
65,2,2,2
33,2,0,4
25,2,0,5
425,15,1,4
25,2,1,5
19,1,2,5
159,6,2,4
75,6,0,5
68,2,1,5
189,9,1,5
88,3,3,4
257,14,5,5
36,2,0,5
95,8,3,5
36,5,0,5
22,4,0,5
35,2,0,5
29,2,0,5
50,1,0,5
32,4,0,5
69,9,0,5
48,4,0,3
78,9,5,5
61,1,2,3
125,5,4,5
30,2,0,5
36,4,2,5
107,2,0,5
38,2,0,5
21,1,0,5
24,3,0,5
186,13,3,4
49,3,1,5
307,10,3,5
153,3,1,5
56,0,3,5
23,4,1,4
56,4,0,5
73,2,2,5
886,47,25,5
102,5,1,4
28,4,0,4
34,5,1,5
89,3,1,5
166,8,4,5
57,3,1,2
50,3,1,5
77,6,1,5
27,3,0,5
26,1,0,4
96,3,3,5
60,5,0,5
47,6,0,5
67,6,0,4
80,3,1,5
109,6,3,4
51,0,1,5
54,5,2,5
59,4,1,5
396,11,5,4
248,18,5,5
36,4,1,5
84,5,2,5
38,1,0,4
73,4,1,5
37,2,0,5
347,14,7,5
21,1,0,5
60,4,2,5
75,3,4,5
32,0,0,4
138,5,3,4
102,3,3,5
46,7,1,5
29,0,0,5
611,21,13,5
139,6,5,4
52,1,4,1
26,3,0,4
43,0,0,5
206,4,2,5
95,6,2,5
114,4,2,2
29,2,0,5
49,2,0,5
24,1,1,5
59,3,2,3
60,6,0,5
7,1,0,5
141,8,4,3
89,4,2,1
26,2,1,5
50,4,0,5
55,4,0,5
184,10,3,5
63,3,1,3
50,2,0,4
40,2,0,5
364,11,3,3
35,2,4,5
32,5,1,5
30,1,1,4
24,4,1,4
111,3,4,1
294,11,3,5
417,17,12,5
89,4,1,4
41,3,0,4
29,2,2,5
86,4,1,5
140,7,2,5
27,1,0,5
46,4,0,5
21,2,1,5
1892,67,32,5
48,1,0,4
129,5,4,5
58,4,0,5
62,5,1,5
